date,timezone,source,origin,tokens,calls,fidelity,day_total_tokens,driver,evidence
2025-02-01,UTC,codex,machine/example-laptop,10382,,exact,78347,building:spec,synthetic: representative spec-writing day
2025-02-01,UTC,openai_api,machine/example,23378,,exact,78347,building:spec,synthetic: representative spec-writing day
2025-02-01,UTC,openai_api,machine/example-laptop,12588,,exact,78347,building:spec,synthetic: representative spec-writing day
2025-02-04,UTC,codex,machine/example,19027,,exact,63129,strategy,synthetic: representative strategy day
2025-02-04,UTC,codex,machine/example-laptop,10246,,exact,63129,strategy,synthetic: representative strategy day
2025-02-04,UTC,openai_api,machine/example,19827,,exact,63129,strategy,synthetic: representative strategy day
2025-02-04,UTC,openai_api,machine/example-laptop,10676,,exact,63129,strategy,synthetic: representative strategy day
2025-02-04,UTC,qwen_local,account/example-provider,3353,,estimated,63129,strategy,synthetic: representative strategy day
2025-02-05,UTC,codex,machine/example,7425,18,exact,7425,fixing:data,synthetic: representative data-fixing day
2025-02-06,UTC,claude_code,machine/example,24903,23,exact,75470,maintenance:deps,synthetic: representative dependency day
2025-02-06,UTC,codex,machine/example,21540,23,exact,75470,maintenance:deps,synthetic: representative dependency day
2025-02-06,UTC,openai_api,machine/example,18868,,exact,75470,maintenance:deps,synthetic: representative dependency day
2025-02-06,UTC,openai_api,machine/example-laptop,10159,,exact,75470,maintenance:deps,synthetic: representative dependency day
2025-02-07,UTC,claude_chat,account/example-provider,467,,estimated,718,writing,synthetic: representative writing day
2025-02-07,UTC,claude_chat,machine/example,251,,estimated,718,writing,synthetic: representative writing day
2025-02-08,UTC,claude_chat,account/example-provider,3245,,estimated,28232,fixing:pipeline,synthetic: representative pipeline-fixing day
2025-02-08,UTC,claude_chat,machine/example,1747,,estimated,28232,fixing:pipeline,synthetic: representative pipeline-fixing day
2025-02-08,UTC,openai_api,machine/example,10158,,exact,28232,fixing:pipeline,synthetic: representative pipeline-fixing day
2025-02-08,UTC,openai_api,machine/example-laptop,5469,,exact,28232,fixing:pipeline,synthetic: representative pipeline-fixing day
2025-02-08,UTC,perplexity_api,account/example-provider,4948,,estimated,28232,fixing:pipeline,synthetic: representative pipeline-fixing day
2025-02-08,UTC,perplexity_api,machine/example,2665,,estimated,28232,fixing:pipeline,synthetic: representative pipeline-fixing day
2025-02-10,UTC,claude_chat,account/example-provider,1412,,estimated,26278,strategy,synthetic: representative strategy day
2025-02-10,UTC,claude_code,machine/example,16163,,exact,26278,strategy,synthetic: representative strategy day
2025-02-10,UTC,claude_code,machine/example-laptop,8703,,exact,26278,strategy,synthetic: representative strategy day
2025-02-11,UTC,openai_api,machine/example,8842,,exact,20118,building:feature,synthetic: representative feature-building day
2025-02-11,UTC,openai_api,machine/example-laptop,4761,,exact,20118,building:feature,synthetic: representative feature-building day
2025-02-11,UTC,perplexity_api,account/example-provider,4235,,estimated,20118,building:feature,synthetic: representative feature-building day
2025-02-11,UTC,perplexity_api,machine/example,2280,,estimated,20118,building:feature,synthetic: representative feature-building day
2025-02-12,UTC,claude_chat,account/example-provider,8097,,estimated,15814,strategy,synthetic: representative strategy day
2025-02-12,UTC,qwen_local,account/example-provider,5016,,estimated,15814,strategy,synthetic: representative strategy day
2025-02-12,UTC,qwen_local,machine/example,2701,,estimated,15814,strategy,synthetic: representative strategy day
2025-02-13,UTC,claude_code,machine/example,26357,,exact,72281,writing,synthetic: representative writing day
2025-02-13,UTC,claude_code,machine/example-laptop,14192,,exact,72281,writing,synthetic: representative writing day
2025-02-13,UTC,codex,machine/example,31732,23,exact,72281,writing,synthetic: representative writing day
2025-02-14,UTC,claude_chat,account/example-provider,4333,,estimated,47503,career,synthetic: representative career day
2025-02-14,UTC,claude_chat,machine/example,2333,,estimated,47503,career,synthetic: representative career day
2025-02-14,UTC,codex,machine/example,20753,,exact,47503,career,synthetic: representative career day
2025-02-14,UTC,codex,machine/example-laptop,11174,,exact,47503,career,synthetic: representative career day
2025-02-14,UTC,openai_api,machine/example,8910,34,exact,47503,career,synthetic: representative career day
2025-02-16,UTC,claude_code,machine/example,10357,,exact,25143,research,synthetic: representative research day
2025-02-16,UTC,claude_code,machine/example-laptop,5577,,exact,25143,research,synthetic: representative research day
2025-02-16,UTC,perplexity_api,account/example-provider,8292,,estimated,25143,research,synthetic: representative research day
2025-02-16,UTC,qwen_local,account/example-provider,596,,estimated,25143,research,synthetic: representative research day
2025-02-16,UTC,qwen_local,machine/example,321,,estimated,25143,research,synthetic: representative research day
2025-02-17,UTC,qwen_local,account/example-provider,3802,,estimated,5849,maintenance:docs,synthetic: representative documentation day
2025-02-17,UTC,qwen_local,machine/example,2047,,estimated,5849,maintenance:docs,synthetic: representative documentation day
2025-02-19,UTC,claude_chat,account/example-provider,2204,,estimated,3391,research,synthetic: representative research day
2025-02-19,UTC,claude_chat,machine/example,1187,,estimated,3391,research,synthetic: representative research day
2025-02-21,UTC,claude_code,machine/example,7776,,exact,17448,maintenance:hygiene,synthetic: representative hygiene day
2025-02-21,UTC,claude_code,machine/example-laptop,4187,,exact,17448,maintenance:hygiene,synthetic: representative hygiene day
2025-02-21,UTC,perplexity_api,account/example-provider,5485,,estimated,17448,maintenance:hygiene,synthetic: representative hygiene day
2025-02-22,UTC,qwen_local,account/example-provider,672,,estimated,1034,research,synthetic: representative research day
2025-02-22,UTC,qwen_local,machine/example,362,,estimated,1034,research,synthetic: representative research day
2025-02-27,UTC,claude_chat,account/example-provider,8855,,estimated,9881,fixing:data,synthetic: representative data-fixing day
2025-02-27,UTC,perplexity_api,account/example-provider,1026,,estimated,9881,fixing:data,synthetic: representative data-fixing day
2025-03-01,UTC,claude_code,machine/example,14840,,exact,49936,strategy,synthetic: representative strategy day
2025-03-01,UTC,claude_code,machine/example-laptop,7991,,exact,49936,strategy,synthetic: representative strategy day
2025-03-01,UTC,codex,machine/example,17618,,exact,49936,strategy,synthetic: representative strategy day
2025-03-01,UTC,codex,machine/example-laptop,9487,,exact,49936,strategy,synthetic: representative strategy day
2025-03-04,UTC,claude_chat,account/example-provider,3329,,estimated,5121,strategy,synthetic: representative strategy day
2025-03-04,UTC,claude_chat,machine/example,1792,,estimated,5121,strategy,synthetic: representative strategy day
2025-03-05,UTC,claude_chat,account/example-provider,5608,,estimated,28715,research,synthetic: representative research day
2025-03-05,UTC,claude_chat,machine/example,3020,,estimated,28715,research,synthetic: representative research day
2025-03-05,UTC,claude_code,machine/example,17676,32,exact,28715,research,synthetic: representative research day
2025-03-05,UTC,openai_api,machine/example,1567,,exact,28715,research,synthetic: representative research day
2025-03-05,UTC,openai_api,machine/example-laptop,844,,exact,28715,research,synthetic: representative research day
2025-03-07,UTC,codex,machine/example,14316,,exact,29795,building:content,synthetic: representative content-building day
2025-03-07,UTC,codex,machine/example-laptop,7709,,exact,29795,building:content,synthetic: representative content-building day
2025-03-07,UTC,perplexity_api,account/example-provider,7770,,estimated,29795,building:content,synthetic: representative content-building day
2025-03-08,UTC,codex,machine/example,12270,,exact,18877,career,synthetic: representative career day
2025-03-08,UTC,codex,machine/example-laptop,6607,,exact,18877,career,synthetic: representative career day
2025-03-09,UTC,openai_api,machine/example,14397,12,exact,14397,career,synthetic: representative career day
2025-03-10,UTC,claude_code,machine/example,3552,,exact,5464,fixing:bug,synthetic: representative bug-fixing day
2025-03-10,UTC,claude_code,machine/example-laptop,1912,,exact,5464,fixing:bug,synthetic: representative bug-fixing day
2025-03-11,UTC,claude_chat,account/example-provider,2941,,estimated,9052,maintenance:sync,synthetic: representative sync-maintenance day
2025-03-11,UTC,perplexity_api,account/example-provider,3972,,estimated,9052,maintenance:sync,synthetic: representative sync-maintenance day
2025-03-11,UTC,perplexity_api,machine/example,2139,,estimated,9052,maintenance:sync,synthetic: representative sync-maintenance day
2025-03-13,UTC,claude_chat,account/example-provider,920,,estimated,40786,maintenance:deps,synthetic: representative dependency day
2025-03-13,UTC,claude_chat,machine/example,496,,estimated,40786,maintenance:deps,synthetic: representative dependency day
2025-03-13,UTC,claude_code,machine/example,10913,1,exact,40786,maintenance:deps,synthetic: representative dependency day
2025-03-13,UTC,openai_api,machine/example,28457,7,exact,40786,maintenance:deps,synthetic: representative dependency day
2025-03-14,UTC,codex,machine/example,32188,2,exact,55309,mixed,"synthetic: mixed activity, no single dominant driver"
2025-03-14,UTC,openai_api,machine/example,22556,38,exact,55309,mixed,"synthetic: mixed activity, no single dominant driver"
2025-03-14,UTC,qwen_local,account/example-provider,565,,estimated,55309,mixed,"synthetic: mixed activity, no single dominant driver"
2025-03-15,UTC,claude_chat,account/example-provider,1676,,estimated,37553,research,synthetic: representative research day
2025-03-15,UTC,claude_chat,machine/example,902,,estimated,37553,research,synthetic: representative research day
2025-03-15,UTC,codex,machine/example,2924,,exact,37553,research,synthetic: representative research day
2025-03-15,UTC,codex,machine/example-laptop,1574,,exact,37553,research,synthetic: representative research day
2025-03-15,UTC,openai_api,machine/example,19810,,exact,37553,research,synthetic: representative research day
2025-03-15,UTC,openai_api,machine/example-laptop,10667,,exact,37553,research,synthetic: representative research day
2025-03-17,UTC,claude_chat,account/example-provider,5869,,estimated,48192,building:spec,synthetic: representative spec-writing day
2025-03-17,UTC,codex,machine/example,19083,,exact,48192,building:spec,synthetic: representative spec-writing day
2025-03-17,UTC,codex,machine/example-laptop,10276,,exact,48192,building:spec,synthetic: representative spec-writing day
2025-03-17,UTC,openai_api,machine/example,12964,11,exact,48192,building:spec,synthetic: representative spec-writing day
2025-03-18,UTC,claude_code,machine/example,8791,,exact,17065,maintenance:docs,synthetic: representative documentation day
2025-03-18,UTC,claude_code,machine/example-laptop,4733,,exact,17065,maintenance:docs,synthetic: representative documentation day
2025-03-18,UTC,perplexity_api,account/example-provider,3541,,estimated,17065,maintenance:docs,synthetic: representative documentation day
2025-03-19,UTC,openai_api,machine/example,13000,,exact,20000,career,synthetic: representative career day
2025-03-19,UTC,openai_api,machine/example-laptop,7000,,exact,20000,career,synthetic: representative career day
2025-03-20,UTC,claude_chat,account/example-provider,1914,,estimated,25212,fixing:pipeline,synthetic: representative pipeline-fixing day
2025-03-20,UTC,claude_chat,machine/example,1030,,estimated,25212,fixing:pipeline,synthetic: representative pipeline-fixing day
2025-03-20,UTC,claude_code,machine/example,7731,7,exact,25212,fixing:pipeline,synthetic: representative pipeline-fixing day
2025-03-20,UTC,codex,machine/example,9449,,exact,25212,fixing:pipeline,synthetic: representative pipeline-fixing day
2025-03-20,UTC,codex,machine/example-laptop,5088,,exact,25212,fixing:pipeline,synthetic: representative pipeline-fixing day
2025-03-21,UTC,codex,machine/example,25800,,exact,46787,writing,synthetic: representative writing day
2025-03-21,UTC,codex,machine/example-laptop,13892,,exact,46787,writing,synthetic: representative writing day
2025-03-21,UTC,qwen_local,account/example-provider,4612,,estimated,46787,writing,synthetic: representative writing day
2025-03-21,UTC,qwen_local,machine/example,2483,,estimated,46787,writing,synthetic: representative writing day
2025-03-23,UTC,claude_chat,account/example-provider,473,,estimated,8908,research,synthetic: representative research day
2025-03-23,UTC,claude_chat,machine/example,255,,estimated,8908,research,synthetic: representative research day
2025-03-23,UTC,perplexity_api,account/example-provider,3340,,estimated,8908,research,synthetic: representative research day
2025-03-23,UTC,perplexity_api,machine/example,1799,,estimated,8908,research,synthetic: representative research day
2025-03-23,UTC,qwen_local,account/example-provider,1977,,estimated,8908,research,synthetic: representative research day
2025-03-23,UTC,qwen_local,machine/example,1064,,estimated,8908,research,synthetic: representative research day
2025-03-25,UTC,codex,machine/example,41926,33,exact,41926,career,synthetic: representative career day
2025-03-26,UTC,claude_code,machine/example,10221,,exact,31648,building:spec,synthetic: representative spec-writing day
2025-03-26,UTC,claude_code,machine/example-laptop,5504,,exact,31648,building:spec,synthetic: representative spec-writing day
2025-03-26,UTC,openai_api,machine/example,15923,22,exact,31648,building:spec,synthetic: representative spec-writing day
2025-03-28,UTC,perplexity_api,account/example-provider,5102,,estimated,10965,writing,synthetic: representative writing day
2025-03-28,UTC,perplexity_api,machine/example,2747,,estimated,10965,writing,synthetic: representative writing day
2025-03-28,UTC,qwen_local,account/example-provider,2025,,estimated,10965,writing,synthetic: representative writing day
2025-03-28,UTC,qwen_local,machine/example,1091,,estimated,10965,writing,synthetic: representative writing day
2025-03-29,UTC,claude_chat,account/example-provider,3361,,estimated,39201,research,synthetic: representative research day
2025-03-29,UTC,claude_chat,machine/example,1810,,estimated,39201,research,synthetic: representative research day
2025-03-29,UTC,claude_code,machine/example,9144,,exact,39201,research,synthetic: representative research day
2025-03-29,UTC,claude_code,machine/example-laptop,4924,,exact,39201,research,synthetic: representative research day
2025-03-29,UTC,openai_api,machine/example,19962,7,exact,39201,research,synthetic: representative research day
2025-04-02,UTC,claude_code,machine/example,20338,22,exact,20338,maintenance:hygiene,synthetic: representative hygiene day
2025-04-03,UTC,claude_chat,account/example-provider,5578,,estimated,12761,research,synthetic: representative research day
2025-04-03,UTC,qwen_local,account/example-provider,4669,,estimated,12761,research,synthetic: representative research day
2025-04-03,UTC,qwen_local,machine/example,2514,,estimated,12761,research,synthetic: representative research day
2025-04-04,UTC,perplexity_api,account/example-provider,3689,,estimated,13672,building:feature,synthetic: representative feature-building day
2025-04-04,UTC,perplexity_api,machine/example,1986,,estimated,13672,building:feature,synthetic: representative feature-building day
2025-04-04,UTC,qwen_local,account/example-provider,7997,,estimated,13672,building:feature,synthetic: representative feature-building day
2025-04-05,UTC,claude_chat,account/example-provider,5311,,estimated,38947,shipping,synthetic: representative shipping day
2025-04-05,UTC,claude_code,machine/example,21863,,exact,38947,shipping,synthetic: representative shipping day
2025-04-05,UTC,claude_code,machine/example-laptop,11773,,exact,38947,shipping,synthetic: representative shipping day
2025-04-08,UTC,codex,machine/example,41397,32,exact,48332,fixing:bug,synthetic: representative bug-fixing day
2025-04-08,UTC,qwen_local,account/example-provider,6935,,estimated,48332,fixing:bug,synthetic: representative bug-fixing day
2025-04-09,UTC,perplexity_api,account/example-provider,3864,,estimated,5944,fixing:pipeline,synthetic: representative pipeline-fixing day
2025-04-09,UTC,perplexity_api,machine/example,2080,,estimated,5944,fixing:pipeline,synthetic: representative pipeline-fixing day
2025-04-11,UTC,codex,machine/example,39190,27,exact,85931,strategy,synthetic: representative strategy day
2025-04-11,UTC,openai_api,machine/example,38345,10,exact,85931,strategy,synthetic: representative strategy day
2025-04-11,UTC,qwen_local,account/example-provider,5457,,estimated,85931,strategy,synthetic: representative strategy day
2025-04-11,UTC,qwen_local,machine/example,2939,,estimated,85931,strategy,synthetic: representative strategy day
2025-04-12,UTC,claude_code,machine/example,11317,,exact,17410,fixing:pipeline,synthetic: representative pipeline-fixing day
2025-04-12,UTC,claude_code,machine/example-laptop,6093,,exact,17410,fixing:pipeline,synthetic: representative pipeline-fixing day
2025-04-15,UTC,claude_chat,account/example-provider,8724,,estimated,8724,maintenance:deps,synthetic: representative dependency day
2025-04-16,UTC,openai_api,machine/example,26850,,exact,41308,building:content,synthetic: representative content-building day
2025-04-16,UTC,openai_api,machine/example-laptop,14458,,exact,41308,building:content,synthetic: representative content-building day
2025-04-17,UTC,codex,machine/example,18305,,exact,28162,fixing:bug,synthetic: representative bug-fixing day
2025-04-17,UTC,codex,machine/example-laptop,9857,,exact,28162,fixing:bug,synthetic: representative bug-fixing day
2025-04-18,UTC,claude_chat,account/example-provider,4323,,estimated,52096,maintenance:sync,synthetic: representative sync-maintenance day
2025-04-18,UTC,claude_code,machine/example,41132,13,exact,52096,maintenance:sync,synthetic: representative sync-maintenance day
2025-04-18,UTC,qwen_local,account/example-provider,6641,,estimated,52096,maintenance:sync,synthetic: representative sync-maintenance day
2025-04-20,UTC,claude_code,machine/example,19304,,exact,50590,fixing:security,synthetic: representative security-fixing day
2025-04-20,UTC,claude_code,machine/example-laptop,10394,,exact,50590,fixing:security,synthetic: representative security-fixing day
2025-04-20,UTC,codex,machine/example,11437,,exact,50590,fixing:security,synthetic: representative security-fixing day
2025-04-20,UTC,codex,machine/example-laptop,6158,,exact,50590,fixing:security,synthetic: representative security-fixing day
2025-04-20,UTC,openai_api,machine/example,3297,8,exact,50590,fixing:security,synthetic: representative security-fixing day
2025-04-23,UTC,openai_api,machine/example,26088,,exact,48720,fixing:security,synthetic: representative security-fixing day
2025-04-23,UTC,openai_api,machine/example-laptop,14048,,exact,48720,fixing:security,synthetic: representative security-fixing day
2025-04-23,UTC,perplexity_api,account/example-provider,8584,,estimated,48720,fixing:security,synthetic: representative security-fixing day
2025-04-24,UTC,claude_chat,account/example-provider,1132,,estimated,10277,mixed,"synthetic: mixed activity, no single dominant driver"
2025-04-24,UTC,claude_chat,machine/example,609,,estimated,10277,mixed,"synthetic: mixed activity, no single dominant driver"
2025-04-24,UTC,perplexity_api,account/example-provider,5548,,estimated,10277,mixed,"synthetic: mixed activity, no single dominant driver"
2025-04-24,UTC,perplexity_api,machine/example,2988,,estimated,10277,mixed,"synthetic: mixed activity, no single dominant driver"
2025-04-25,UTC,codex,machine/example,22803,,exact,76588,building:spec,synthetic: representative spec-writing day
2025-04-25,UTC,codex,machine/example-laptop,12278,,exact,76588,building:spec,synthetic: representative spec-writing day
2025-04-25,UTC,openai_api,machine/example,41507,18,exact,76588,building:spec,synthetic: representative spec-writing day
2025-04-26,UTC,claude_code,machine/example,16071,,exact,24725,building:spec,synthetic: representative spec-writing day
2025-04-26,UTC,claude_code,machine/example-laptop,8654,,exact,24725,building:spec,synthetic: representative spec-writing day
2025-04-28,UTC,perplexity_api,account/example-provider,652,,estimated,1003,building:content,synthetic: representative content-building day
2025-04-28,UTC,perplexity_api,machine/example,351,,estimated,1003,building:content,synthetic: representative content-building day
2025-04-29,UTC,codex,machine/example,26962,13,exact,44951,career,synthetic: representative career day
2025-04-29,UTC,openai_api,machine/example,17989,6,exact,44951,career,synthetic: representative career day
2025-05-01,UTC,openai_api,machine/example,24505,14,exact,27155,unknown,synthetic: no defensible driver recoverable from demo evidence
2025-05-01,UTC,qwen_local,account/example-provider,1723,,estimated,27155,unknown,synthetic: no defensible driver recoverable from demo evidence
2025-05-01,UTC,qwen_local,machine/example,927,,estimated,27155,unknown,synthetic: no defensible driver recoverable from demo evidence
2025-05-02,UTC,claude_chat,account/example-provider,1617,,estimated,2487,building:content,synthetic: representative content-building day
2025-05-02,UTC,claude_chat,machine/example,870,,estimated,2487,building:content,synthetic: representative content-building day
2025-05-03,UTC,openai_api,machine/example,26255,13,exact,26255,career,synthetic: representative career day
2025-05-06,UTC,perplexity_api,account/example-provider,3910,,estimated,3910,career,synthetic: representative career day
2025-05-07,UTC,claude_chat,account/example-provider,2126,,estimated,40646,strategy,synthetic: representative strategy day
2025-05-07,UTC,claude_chat,machine/example,1144,,estimated,40646,strategy,synthetic: representative strategy day
2025-05-07,UTC,claude_code,machine/example,20378,6,exact,40646,strategy,synthetic: representative strategy day
2025-05-07,UTC,codex,machine/example,16998,10,exact,40646,strategy,synthetic: representative strategy day
2025-05-08,UTC,codex,machine/example,1635,,exact,7853,maintenance:sync,synthetic: representative sync-maintenance day
2025-05-08,UTC,codex,machine/example-laptop,881,,exact,7853,maintenance:sync,synthetic: representative sync-maintenance day
2025-05-08,UTC,qwen_local,account/example-provider,3469,,estimated,7853,maintenance:sync,synthetic: representative sync-maintenance day
2025-05-08,UTC,qwen_local,machine/example,1868,,estimated,7853,maintenance:sync,synthetic: representative sync-maintenance day
2025-05-09,UTC,claude_chat,account/example-provider,233,,estimated,36366,maintenance:sync,synthetic: representative sync-maintenance day
2025-05-09,UTC,claude_chat,machine/example,125,,estimated,36366,maintenance:sync,synthetic: representative sync-maintenance day
2025-05-09,UTC,openai_api,machine/example,20924,,exact,36366,maintenance:sync,synthetic: representative sync-maintenance day
2025-05-09,UTC,openai_api,machine/example-laptop,11267,,exact,36366,maintenance:sync,synthetic: representative sync-maintenance day
2025-05-09,UTC,qwen_local,account/example-provider,2481,,estimated,36366,maintenance:sync,synthetic: representative sync-maintenance day
2025-05-09,UTC,qwen_local,machine/example,1336,,estimated,36366,maintenance:sync,synthetic: representative sync-maintenance day
2025-05-11,UTC,codex,machine/example,6224,,exact,9576,fixing:bug,synthetic: representative bug-fixing day
2025-05-11,UTC,codex,machine/example-laptop,3352,,exact,9576,fixing:bug,synthetic: representative bug-fixing day
2025-05-12,UTC,claude_code,machine/example,22069,,exact,50595,research,synthetic: representative research day
2025-05-12,UTC,claude_code,machine/example-laptop,11884,,exact,50595,research,synthetic: representative research day
2025-05-12,UTC,openai_api,machine/example,8412,,exact,50595,research,synthetic: representative research day
2025-05-12,UTC,openai_api,machine/example-laptop,4529,,exact,50595,research,synthetic: representative research day
2025-05-12,UTC,qwen_local,account/example-provider,3701,,estimated,50595,research,synthetic: representative research day
2025-05-13,UTC,openai_api,machine/example,25372,,exact,44881,building:spec,synthetic: representative spec-writing day
2025-05-13,UTC,openai_api,machine/example-laptop,13662,,exact,44881,building:spec,synthetic: representative spec-writing day
2025-05-13,UTC,qwen_local,account/example-provider,5847,,estimated,44881,building:spec,synthetic: representative spec-writing day
2025-05-16,UTC,claude_code,machine/example,22339,,exact,51342,maintenance:docs,synthetic: representative documentation day
2025-05-16,UTC,claude_code,machine/example-laptop,12028,,exact,51342,maintenance:docs,synthetic: representative documentation day
